video_id,title,duration,view_count,upload_date,has_subtitles,subtitle
0QgUicJcrZw,??????????????????????????????? :: ??????????????? ???????? 13 ?.?. 2562,117,10332,,No,
-5u60683XRs,??????????????????????????????????????? :: ??????????????? ???????? 10 ?.?. 2564,264,13763,,No,
AXmdaBCWcXY,????????????? :: ??????????????? ???????? 10 ?.?. 2564,322,19493,,No,
DYgLPfiY6bU,?????????????????????????????? :: ??????????????? ???????? 13 ?.?. 2562,90,8992,,No,
e0GgQaqg3Ag,????????????????? :: ??????????????? ???????? 9 ?.?. 2564,178,9825,,No,
jTHN2a3FBb4,???????????????? :: ??????????????? ???????? 9 ?.?. 2564,470,9053,,No,
JPuJDPLeD2s,?????????? :: ??????????????? ???????? 1 ?.?. 2564,179,7627,,No,
-5RUJHWXbEQ,?????????????????? :: ??????????????? ???????? 1 ?.?. 2564,249,9220,,No,
rbQ5TCCTF-Q,???????????????????????????????? :: ??????????????? ???????? 27 ?.?. 2563,224,7379,,No,
EtzURJpjtyk,???????????????????????? :: ??????????????? ???????? 27 ?.?. 2563,194,6172,,No,
eikXaVwZhdA,"23/10/2020 ???????????????????????????????? (Observe Your Mind, Not The World Outside)",1486,49830,,No,
og5FLJogTPM,??????????????? :: ??????????????? ???????? 26 ?.?. 2563,112,7402,,No,
hzFaAeNv20U,????????? :: ??????????????? ???????? 26 ?.?. 2563,238,10575,,No,
uzOzyW2qMcg,???????????????? :: ??????????????? ???????? 20 ?.?. 2563,140,5469,,No,
iaqeyZzUKM8,??????????? ??????????? :: ??????????????? ???????? 20 ?.?. 2563,209,6884,,No,
KhxSVtlYO_A,??????????????? :: ??????????????? ???????? 19 ?.?. 2563,135,9305,,No,
1LmfT7qy9tQ,??????????????? :: ??????????????? ???????? 19 ?.?. 2563,131,4710,,No,
uFBBgaxhiS0,??????????????????????? :: ??????????????? ???????? 13 ?.?. 2563,173,3561,,No,
IVKZl5bvOVE,???????????????????? :: ??????????????? ???????? 13 ?.?. 2563,200,2813,,No,
2DnlSHkxiIs,PQ09-04 ???????? ?????????????????????? (psn620510E),293,2473,,No,
opmwsFs0bFY,?????????????????????? :: ??????????????? ???????? 12 ?.?. 2563,213,6582,,No,
gBkCS6ZgsRs,???????????????????????????? :: ??????????????? ???????? 12 ?.?. 2563,165,8053,,No,
RH786KDvvrg,PQ09-03 ??????????????? ??????????????????????????? (psn620510E),290,1912,,No,
eaWe7pNK4oM,????????????????????? :: ??????????????? ???????? 6 ?.?. 2563,209,9892,,No,
LihHI6oAqd0,??????????? :: ??????????????? ???????? 6 ?.?. 2563,180,5586,,No,
VtlrocDqruM,PQ09-02 ???????????????????? ????????????????????? (psn620510E),62,1411,,No,
L1ak48P0ZgI,PQ09-01 ?????????? ????????????? (psn620510E),158,1599,,No,
z7V8biXFjtU,??????????? :: ??????????????? ???????? 5 ?.?. 2563,135,5073,,No,
aPuV_iKTy8w,?????????? :: ??????????????? ???????? 5 ?.?. 2563,327,11699,,No,
8azdCqu095I,???????? :: ??????????????? ???????? 31 ?.?. 2563,327,17044,,No,
1zyfEqEVvk0,??????????????????? :: ??????????????? ???????? 29 ?.?. 2563,240,6899,,No,
WQDpOkiG1MI,???????????????????? :: ??????????????? ???????? 29 ?.?. 2563,250,13039,,No,
j56oDDH1LS0,???????????????? :: ??????????????? ???????? 28 ?.?. 2563,147,7643,,No,
M17eF7GgieM,????????????????? :: ??????????????? ???????? 28 ?.?. 2563,146,5934,,No,
#NAME?,???????????????????????????? :: ??????????????? ???????? 26 ?.?. 2563,171,8167,,No,
mMA9sCrns3I,?????????????????????? :: ??????????????? ???????? 22 ?.?. 2563,178,8874,,No,
fPJazrhJ6ro,??????????????????????????? :: ??????????????? ???????? 22 ?.?. 2563,146,4657,,No,
mdvDHjv_QtU,????????????????????????????? :: ??????????????? ???????? 21 ?.?. 2563,231,10171,,No,
4E5jt8_GmV0,?????????????????? :: ??????????????? ???????? 21 ?.?. 2563,179,9802,,No,
FyWPgjhOk58,???????????????????????? :: ??????????????? ???????? 15 ?.?. 2563,210,6156,,No,
HMJcO4RL0n4,?????????????????????????? :: ??????????????? ???????? 15 ?.?. 2563,301,8997,,No,
xB7-lDtnZ-c,?????????????????? :: ??????????????? ???????? 14 ?.?. 2563,151,6233,,No,
8hJHBdfWQVw,????????????????? :: ??????????????? ???????? 14 ?.?. 2563,376,17920,,No,
M3Wzw_7zkV8,????????????????????????? :: ??????????????? ???????? 8 ?.?. 2563,184,6745,,No,
aAsX-lFBLKo,?????????????????????? :: ??????????????? ???????? 8 ?.?. 2563,237,8795,,No,
7i7jqHTnTPQ,?????????? :: ??????????????? ????????,68,6312,,No,
k9Gic0iL6Cg,??????????????????????? ? :: ??????????????? ???????? 7 ?.?. 2563,180,5634,,No,
COtquGvGASg,??????????????????? :: ??????????????? ???????? 7 ?.?. 2563,224,5342,,No,
KhQvXkH2lbE,?????????? 4 ??? :: ??????????????? ???????? 1 ?.?. 2563,146,5620,,No,
S3UXvr6h5WM,???????????????????????? :: ??????????????? ???????? 1 ?.?. 2563,143,4444,,No,
AFc7HFBw9os,???????????????????????? :: ??????????????? ???????? 31 ?.?. 2563,247,11080,,No,
QhuYVD-gMTg,??????????????????????????? :: ??????????????? ???????? 31 ?.?. 2563,131,6774,,No,
xFBv-n-0yNk,26/11/2020 ???????????????????? (Practice Until You Can Save Yourself),1812,53269,,No,
MnhOENdBnRw,?????????????????? :: ??????????????? ???????? 25 ?.?. 2563,151,5804,,No,
9tozNZDRpVw,?????????????????? :: ??????????????? ???????? 25 ?.?. 2563,189,4701,,No,
Bjon6d_Dc3w,??????????????????  :: ??????????????? ???????? 24 ?.?. 2563,148,6787,,No,
#NAME?,???????????? :: ??????????????? ???????? 24 ?.?. 2563,164,3705,,No,
qrBXIEKK8NY,"8/11/2020 Venerable Pramote, Dhamma Talk (Eng Live Interpretation)",3866,2887,,No,
3MNfLv8d57o,???????????????????????????????????????? :: ??????????????? ???????? 18 ?.?. 2563,148,5767,,No,
qVhRe-mEzbo,????????????????????????????? :: ??????????????? ???????? 18 ?.?. 2563,148,4584,,No,
WC7vgLGbJpA,??????????????????????????????????? :: ??????????????? ???????? 17 ?.?. 2563,124,6480,,No,
Ss3oddsvLmE,????????????????????????????????????????? :: ??????????????? ???????? 17 ?.?. 2563,147,7462,,No,
YCYO92G0DzE,????????? :: ??????????????? ???????? 11 ?.?. 2563,153,8269,,No,
ASVAUv4admQ,13/10/20 ???????????????????????? (To measure your mind),1665,44842,,No,
1kS7OFyqYeE,????????????????????? :: ??????????????? ???????? 11 ?.?. 2563,171,5700,,No,
NbnbeydB8jk,????? 5 ????????? :: ??????????????? 8 ?.?. 2563 (???? 631108 ???? 88),3859,74714,,No,
ZVYYo778rKU,?????????????????????????? :: ??????????????? ???????? 4 ?.?. 2563,129,7238,,No,
lvt8JH71n-4,?????????????? :: ??????????????? ???????? 4 ?.?. 2563,141,5649,,No,
K-aE4vGHHDI,???????????????????????????? :: ??????????????? ???????? 3 ?.?. 2563,146,10073,,No,
c2qeJpqCt9I,?????????????????? ?????????????? :: ??????????????? ???????? 3 ?.?. 2563,89,4972,,No,
XBsH2Yewxk8,??????????????? :: ??????????????? 24 ?.?. 2563 (???? 631024 ???? 87),3716,49493,,No,
8G4FWG2hxQM,??????????????????????? :: ??????????????? ???????? 27 ?.?. 2563,120,7123,,No,
SQNwAh-Qkhw,???????????????????????????? :: ??????????????? ???????? 27 ?.?. 2563,121,5861,,No,
3SsK8_Y63oY,????????? ???????? :: ?????????????? ???????? 26 ?.?. 2563,147,5426,,No,
2-QbJgKJdq8,?????????? :: ??????????????? ????????  26 ?.?. 2563,182,5607,,No,
ew1kDRD-Dq8,????????? :: ??????????????? ???????? 20 ?.?. 2563,144,11322,,No,
5JAAZZG2V4k,???????????? :: ??????????????? ???????? 20 ?.?. 2563,283,62100,,No,
Ev1YWvT6sFk,????????????????????? :: ??????????????? ???????? 19 ?.?. 2563,144,6366,,No,
xbkPoy5nNHo,??????????????????? :: ??????????????? ???????? 19 ?.?. 2563,221,13187,,No,
EJjaMa03M5E,????? 5 ??????????? :: ??????????????? ???????? 13 ?.?. 2563,105,10273,,No,
iHwXXg5WMxQ,???????? :: ??????????????? ???????? 13 ?.?. 2563,177,7839,,No,
b9Wc0-5iaCQ,????????????????? :: ??????????????? ???????? 12 ?.?. 2563,150,4343,,No,
jkoRvY2zj7w,???????????? :: ??????????????? ???????? 12 ?.?. 2563,129,10528,,No,
#NAME?,???????????????? ?  :: ??????????????? ???????? 6 ?.?. 2563,141,7529,,No,
Z2pNjqEFYM8,?????????????????? ? :: ??????????????? ???????? 6 ?.?. 2563,150,3666,,No,
_T-q5uYKhPk,??????????????????????? :: ??????????????? ????????  5 ?.?. 2563,151,5262,,No,
iN7_ThON7Q8,????????????????????? :: ??????????????? ????????  5 ?.?. 2563,117,3730,,No,
BIGv4THgOm8,26/09/2020 ??????? ??????? (Don’t let the mind wander off. Don’t over-focus.),3963,89917,,No,
SfecUec3R_4,??????????????????????????????? :: ??????????????? ???????? 30 ?.?. 2563,85,5054,,No,
Y1oDvxvvSWc,???????????????????????? :: ??????????????? ???????? 30 ?.?. 2563,109,4043,,No,
XoqPQH9G51Y,????????????????? ????????? :: ??????????????? ???????? 29 ?.?. 2563,131,4201,,No,
rtehu_AAJ_4,??????????????? :: ??????????????? ???????? 29 ?.?. 2563,146,4551,,No,
5UWU9WaQINY,MS04-01 ?????????????????????????? (How to curb the busy mind),358,5357,,No,
0PWuD6DlBs8,?????? ?????? ???? :: ??????????????? ???????? 23 ?.?. 2563,153,13268,,No,
Upow_634hGc,??????????? ?????????? :: ??????????????? ???????? 23 ?.?. 2563,82,3060,,No,
j0vMDwH5a8I,?????????????????????? ??????????????????? :: ??????????????? ???????? 22 ?.?. 2563,178,4495,,Yes,"th,th"
2sSjt5Fjn5A,???????????????? :: ??????????????? ???????? 22 ?.?. 2563,121,3302,,Yes,"th,th"
3QFzd7FzWW8,?????????????????? :: ??????????????? ???????? 16 ?.?. 2563,113,3731,,Yes,"th,th"
X6HAkbuDXa8,????????????????????? ????????????? :: ??????????????? ???????? 16 ?.?. 2563,126,3500,,Yes,"th,th"
s1p2Cn7S3FY,????????????????????????? :: ???????????????????????????????? ??????? ??????????????,3477,11545,,Yes,th
RcjcuNqD5g0,???????????????? ??????? ????? ????? :: ??????????????? ???????? 15 ?.?. 2563,109,7031,,Yes,"th,th"
YcAUa2gg7Dc,????????????? ????????????? :: ??????????????? ???????? 15 ?.?. 2563,202,5459,,Yes,"th,th"
Y4wVRnXf44o,???????????????????????? :: ??????????????? ???????? 9 ?.?. 2563,140,7150,,Yes,"th,th"
n-t93JkmU90,????????????????????????? :: ??????????????? ???????? 9 ?.?. 2563,145,3319,,Yes,"th,th"
0441uj4Sr50,?????????? ::  ???????????????????????????????? ??????? ??????????????,1549,6961,,Yes,th
Xvjm6moY9vU,????????????????????? :: ??????????????? ???????? 8 ?.?. 2563,140,6506,,Yes,"th,th"
3k69b5-3FkA,??????????????????????????? :: ??????????????? ???????? 8 ?.?. 2563,111,4539,,Yes,"th,th"
39vXlaZqeKQ,??????????????????????? :: ??????????????? ???????? 2 ?.?. 2563,176,6164,,Yes,"th,th"
jPQicylRSpY,??????????????????????????????  :: ??????????????? ???????? 2 ?.?. 2563,126,2778,,Yes,"th,th"
hVeVmDBVA3Q,???????????????????? :: ??????????????? ???????? 1 ?.?. 2563,98,2958,,Yes,"th,th"
AMZIXEL21TE,???????????????????????? :: ??????????????? ???????? 1 ?.?. 2563,165,3350,,Yes,"th,th"
QEJCL82ylXI,????????????????????????? :: ??????????????? ???????? 26 ?.?. 2563,154,9254,,Yes,"th,th"
_0oc8Bg14aM,??????????????????? :: ??????????????? ???????? 26 ?.?. 2563,134,3153,,Yes,"th,th"
s6SRE_oRecQ,????????????????? :: ??????????????? ????????  25 ?.?. 2563,94,5251,,Yes,"th,th"
fGGQ3E4work,?????????????????????? ????????? ::  ??????????????? ????????  25 ?.?. 2563,164,4729,,Yes,"th,th"
#NAME?,???????? ??????? ?????????? :: ???????????????????????????????? ??????? ??????????????,1967,6119,,Yes,th
zEg-ACYVREc,???????????????? ????????????????????????? :: ???????????????????????????????? ???????,3654,13926,,No,
t4lYUcqMDlI,2/8/2020 ???????????? - ???????????????? (The Ways of The Great Masters),3853,53909,,Yes,"en-GB,th,th"
grOakfBVeWw,01/08/2020 ??????????????????????? (How to study Dhamma?),3948,80239,,Yes,"en,th,th"
1qixtQG1-4s,???????????????????? :: ???????????????????????????????? ??????? ??????????????,4049,8834,,Yes,th
m67-oxlHf0A,????????????????? :: ???????????????????????????????? ??????? ??????????????,2543,3896,,Yes,th
qN7B4fe-ipo,????? ?????? ????????????????????????? :: ???????????????????????????????? ??????? ??????????????,3366,15150,,Yes,th
fd00qMzoff4,???????????? ??????????? 4 :: ???????????????????????????????? ??????? ??????????????,2210,10942,,Yes,th
VXdf1gioc7Q,5/07/2020 ????????????????????? (Make yourself an enlightened one),2126,103438,,Yes,"en,th,th"
zYknFjdQp-4,????????????? :: ??????????????? ????????,927,51705,,Yes,th
TiChJdOHAZA,?????????????? ???????????????? :: ???????????????????????????????? ??????? ??????????????,1908,7942,,Yes,th
O4aff9LONDM,????????????? - ??????????????????????????????? ???. 22 ?.?. 63 (orn630222),4956,10658,,Yes,th
Sih9OWQECU0,??????? ?????????????? :: ???????????????????????????????? ??????? ??????????????,2669,9080,,Yes,th
jXVbXU7hVl0,?????????????????????????? :: ??????????????? ????????,605,52776,,Yes,th
iSNrtEstmc0,??????????????????? :: ??????????????? ????????,355,34405,,Yes,th
29iigsxaEx4,????????????????? :: ???????????????????????????????? ??????? ??????????????,2015,10912,,Yes,th
5_M_MihKuEk,13/06/2020 ???????????????????? (Practice What Suits Oneself),1891,309339,,Yes,"en,th,th"
oKPWnxWK21w,????????????????????????? :: ??????????????? ???????? 7 ??.?. 2563,85,12814,,Yes,"th,th"
eTCBXpD6lVQ,??????????????? :: ??????????????? ????????  7 ??.?. 2563,83,9574,,Yes,"th,th"
m1U3cHpFHpQ,??????????????? :: ??????????????? ???????? 6 ??.?. 2563,115,8388,,Yes,"th,th"
Uuv93fkFHbI,??????????????????????????????????? :: ??????????????? ???????? 6 ??.?. 2563,113,7018,,Yes,"th,th"
BJ8J9FmRWBA,18/05/2020 ???????????????? (Lesson from Funeral),1527,73154,,Yes,"en,th,th"
hKgrYkf_PsQ,??????????? :: ???????????????????????????????? ??????? ??????????????,1934,6928,,Yes,th
wzTRo3XqqDg,???????????????????? :: ??????????????? ???????? 31 ?.?. 2563,181,8316,,Yes,"th,th"
vJLr-MEKwqw,????????????????? :: ??????????????? ???????? 31 ?.?. 2563,165,3029,,Yes,"th,th"
hMRGPDyvCLU,?????????????????? :: ??????????????? 23 ?.?. 2563 (???? 630223B ???? 86),2289,33021,,Yes,"th,th"
mG_FMzZtJWc,????????????????????????????????? :: ??????????????? 23 ?.?. 2563 (???? 630223A ???? 86),2022,40621,,Yes,th
06IDaW25lQA,???????????????????? :: ??????????????? ???????? 30 ?.?. 2563,144,4227,,Yes,"th,th"
pwuS1fnt9GA,?????????? ??????????????????????????????? :: ??????????????? ???????? 30 ?.?. 2563,159,3194,,Yes,"th,th"
abtwTMBxrsM,????????????????????????????? :: ??????????????? 22 ?.?. 2563 (???? 630222B ???? 86),1434,12042,,Yes,"th,th"
xJM3b1wUa_8,?????????????????? :: ??????????????? 22 ?.?. 2563 (???? 630222A ???? 86),1713,30127,,Yes,th
Qk-69FND0O8,???????????????????? :: ??????????????? ???????? 24 ?.?. 2563,223,4095,,Yes,"th,th"
5tPwwy_73nw,???????????????????????? :: ???????????????????????????????? ??????? ??????????????,3195,17322,,Yes,th
h--TYIwnyTc,????????????????? :: ??????????????? 16 ?.?. 2563 (???? 630216 ???? 86),2904,291012,,Yes,th
LTIZh0P51eM,???????????????????????????????????? :: ??????????????? ???????? 23 ?.?. 2563,138,3322,,Yes,"th,th"
JgMiMJ1d2T4,??????????????????????? :: ??????????????? ???????? 23 ?.?. 2563,147,3788,,Yes,"th,th"
52j7_ht-avg,????????????? :: ??????????????? ???????? 18 ?.?. 2563,202,7857,,Yes,"th,th"
Lre2YnAiE3A,????? ?????????????????? :: ??????????????? 15 ?.?. 2563 (???? 630215B ???? 86),1798,21619,,No,
E0PyqXmBwnA,????????? :: ???????????????????????????????? ??????? ??????????????,2706,6530,,Yes,th
r6uDnK-EAjc,23/05/2020 ??????????????????????????????????? (The Mind That Knows is Ready for Wisdom),2385,90801,,Yes,"en,th,th"
3SZRVgAj_fQ,????????????????????? :: ??????????????? 15 ?.?. 2563 (???? 630215A ???? 86),1911,38153,,Yes,th
eh-LPmkpVak,????? ?????? ???? ?????? ????? :: ???????????????????????????????? ??????? ??????????????,3203,4443,,Yes,th
7kOzKKcPBY0,????????????? - ???????????????????????????? 1 ?.?. 63 (orn630201),4356,5789,,No,
cQHU9Qk4ars,???????????????? :: ???????????????????????????????? ??????? ??????????????,4116,8656,,Yes,th
_XsAmliIydw,???????????? :: ??????????????? ????????,643,39637,,Yes,th
4p5NboqmlCg,?????????? :: ???????????????????????????????? ??????? ??????????????,3182,3894,,Yes,th
DZhdCjO2bB8,???????????????????????????????? :: ??????????????? 8 ?.?. 2563 (???? 630208A ???? 86),1892,23210,,Yes,th
1lyRONMmdAY,??????????????? ????????????????? :: ???????????????????????????????? ??????? ??????????????,2885,3479,,No,
#NAME?,??????????????? - ???????????????????????????? 31 ?.?. 63 (sci630131),3134,3705,,No,
OcHi5yIhdOY,????????????? ???????????????? :: ??????????????? 9 ?.?. 2563 (???? 630209B ???? 86),1870,40581,,Yes,th
uOv4v3XWTCU,????????????????????? :: ???????????????????????????????? ??????? ??????????????,2993,3108,,Yes,th
k-Q_6r3fUKU,????????????????????????? :: ??????????????? 9 ?.?. 2563 (???? 630209A ???? 86),2053,81458,,No,
410nuYmxXwg,??????????????????????? :: ??????????????? 8 ?.?. 2563 (???? 630208C ???? 86),2429,55754,,No,
tmNTr5efxAM,??????????????? ??????????????????? :: ??????????????? ????????,511,17818,,Yes,th
D_v_eReIdKk,????????? ?????????????? ????? ????? :: ??????????????? 8 ?.?. 2563 (???? 630208B ???? 86),1858,34361,,Yes,th
QhhObSEem0g,????????????????????????????? :: ???????????????????????????????? ??????? ??????????????,4717,10577,,No,
HmsSo_gfsSQ,??????????????? ?????????? - ????????????????? 17 ?.?. 63 (sci630117),2979,8951,,No,
dI45BGypl-k,????????????? - ????????????????? 16 ?.?. 63 (orn630116),7358,7564,,No,
#NAME?,???????????????????????????? :: ???????????????????????????????? ??????? ??????????????,1867,4263,,Yes,th
BJFKkLpfXNY,???????????????? :: ??????????????? 2 ?.?. 2563 (???? 630202B ???? 86),2415,14631,,No,
6FarbtwEsnQ,????????????????????? :: ??????????????? ????????,892,47596,,Yes,th
d681qw3tCi4,??????????????????? :: ??????????????? ????????,548,20146,,Yes,th
7tnrcup3q5g,?????????? :: ??????????????? ????????,167,14857,,Yes,th
D4fZRkxjch4,?????????????? :: ??????????????? 2 ?.?. 2563 (???? 630202A ???? 86),1982,37751,,No,
lKbrKhFXVqs,????????????? - ???????????????????????????????? 11 ?.?. 63 (orn630111),7045,10543,,No,
Jx5CiFAm6Vg,???????????????????????? :: ???????????????????????????????? ??????? ??????????????,3293,4374,,No,
CFOFDgZTh4c,??????????????? - ???????????????????? 10 ?.?. 63 (sci630110),2852,4620,,No,
rXxB643XwPg,????????????? - ????? ?.?.?. 6 ?.?. 62 (orn621206),3756,2338,,Yes,th
_4AfZ87wzNA,????????????? :: ???????????????????????????????? ??????? ??????????????,2413,7028,,No,
hj63xk8utD4,??????????????? - ????? ?.?.?. 5 ?.?. 62 (sci621205),3324,2070,,No,
fFwklWERKRE,????????????? - ???????????????????? ??????? 1 ?.?. 62 (orn621201),5568,2302,,No,
1s-EGsWI8jM,??????????????? :: ??????????????? 1 ?.?. 2563 (???? 630201B ???? 86),2306,76436,,No,
_GIp1U3RaLo,??????????????????? ??????????????????? :: ??????????????? 1 ?.?. 2563 (???? 630201A ???? 86),1968,89060,,Yes,th
wdjDav3_TBI,??????????????????????? :: ???????????????????????????????? ??????? ??????????????,5231,5432,,No,
_xdv-ukYxpk,????????????? ????? - ???????????????????????????????? ??????? 30 ?.?. 62 (sci621130),3325,7457,,No,
AN4y2nWOzNc,????????????????-?????????????? :: ??????????????? 26 ?.?. 2563 (???? 630126 ???? 86),3188,60285,,Yes,th
xgsmK0fWtO0,???????????????? :: ??????????????? 25 ?.?. 2563 (???? 630125B ???? 85),1859,27141,,No,
XytKzrWUgAw,?????????????????????????? :: ??????????????? 25 ?.?. 2563 (???? 630125A ???? 85),2186,67646,,Yes,th
1rHSnveAqsE,???????????????????????????? :: ???????????????????????????????? ??????? ??????????????,4923,6320,,No,
YAFZPh_id-I,???????????????? :: ??????????????? 19 ?.?. 2563 (???? 630119B ???? 85),2310,24032,,Yes,th
aitV3XormIg,?????????? :: ??????????????? 19 ?.?. 2563 (???? 630119A ???? 85),1869,25608,,No,
xgx8RJmHelU,?????????? :: ??????????????? ???????? 23 ?.?. 63,66,13543,,Yes,"zh-Hans,th"
rgRmUQA6vFg,??????????? :: ??????????????? ???????? 23 ?.?. 2563,89,11561,,Yes,th
R55f3lIOZXE,??????????????????????? :: ??????????????? 18 ?.?. 2563 (???? 630118B ???? 85),1597,8475,,No,
odvQmdz75KA,?????????????????? - ??????????????? ????????#?? 26 ?.?. 62 (sci621226),2225,4092,,No,
nWbS6_cdIJE,??????? ??????????????????? :: ??????????????? 18 ?.?. 2563 (???? 630118A ???? 85),1720,22847,,Yes,th
#NAME?,???????????????????????? :: ??????????????? ???????? 22 ?.?. 2563,55,12199,,Yes,th
3t1YjQV5_x4,??????????????????????????? :: ??????????????? ???????? 22 ?.?. 2563,63,9450,,Yes,th
khQdxVU1j60,??????????????????????????? :: ???????????????????????????????? ??????? ??????????????,2008,2114,,No,
#NAME?,???? ??? ???? :: ??????????????? 12 ?.?. 2563 (???? 630112B ???? 85),1703,15908,,No,
ZHwq8meP4Ug,????????? - ????? - ??? :: ??????????????? 12 ?.?. 2563 (???? 630112A ???? 85),1800,100375,,No,
C4eE2qX0qmM,???????????????????????????? :: ??????????????? 11 ?.?. 2563 (???? 630111B ???? 85),1968,26704,,Yes,th
NPmu2HoNkh4,??????????????????????? :: ??????????????? ????????  16 ?.?.2563,68,8164,,Yes,th
r9uJEd-6_Cc,?????????? :: ??????????????? ???????? 16 ?.?.2563,108,9719,,Yes,th
HYZ_iVJYjPE,??????????????????????? ???????????????????????????? :: ????????????? ???????? 24 ?.?. 2562,6363,10201,,No,
fTh88845Ot8,????????????????????????? :: ??????????????? 11 ?.?. 2563 (???? 630111A ???? 85),1652,18572,,Yes,th
wiUnMvkgfjM,????????????????????? :: ??????????????? ????????  15 ?.?. 2563,97,7151,,Yes,th
YjrI96QuBp8,?????????????????????????????? :: ??????????????? ???????? ?????? 15 ?.?. 2563,75,6684,,Yes,th
lxfmbcV_nKY,????????? :: ??????????????? 5 ?.?. 2563 (???? 630105B ???? 85),1456,13920,,No,
djZaQIpVVdo,?????????????????????????? :: ???????????????????????????????? ??????? ??????????????,5570,14315,,No,
4oz5S8D8o1k,?????????????? :: ??????????????? 5 ?.?. 2563 (???? 630105A ???? 85),1730,31000,,Yes,th
6Eoh32e16OM,????????????????? :: ???????????????????????????????? ??????? ??????????????,1609,1648,,No,
AKQU7sEHs7M,?????????????????????????????? :: ??????????????? 4 ?.?. 2563 (???? 630104B ???? 85),1781,17916,,Yes,th
ydh-TT-3lbg,??????? ???????????????? :: ??????????????? 4 ?.?. 2563 (???? 630104A ???? 85),1513,29771,,No,
zJ6T777k0JA,????? ????? ??????? ?? :: ??????????????? ????????,267,20240,,No,
sE9kHZorjmo,????????????????????? ????????????????  :: ??????????????? ????????  9 ?.?. 2563,57,7428,,Yes,th
cC36MYqYz6I,????????????????????????? :: ??????????????? ????????  9 ?.?. 2563,72,7985,,Yes,th
WlOknFDqKNo,??????????????????? :: ??????????????? 8 ?.?. 2563,54,6867,,Yes,th
0dbVl2BiNG4,????????????????? :: ??????????????? ????????  8 ?.?. 2563,70,6888,,Yes,th
sE4p8kVl18U,??????????????????? ????????? :: ??????????????? ????????  8 ?.?. 2563,66,6920,,Yes,th
9lyDPQhqcdU,01/01/20 ???????????????????????????????????(The key is practicing the mind to be a stable observer),1882,20455,,Yes,"en,th"
fiXDeRVjKVg,???????????????? :: ???????????????????????????????? ??????? ??????????????,1853,6329,,No,
PlHUn8BsP88,?????????? ????? ?????????? - ?????????? 13 ?.?. 62 (sci621213),3625,2810,,No,
BRvuuFwV2o8,?????? ???????????????????? :: ??????????????? 31 ?.?. 2562 (???? 621231 ???? 85),2164,26625,,No,
3K9Fsk551i0,??????????????????????????????????? :: ??????????????? 29 ?.?. 2562 (???? 621229B ???? 85),1012,9481,,Yes,th
rz0jolDQ02g,??????? :: ??????????????? ????????,296,16893,,No,
KXqvoVgdlKE,?????????????? :: ??????????????? ???????? 2 ?.?. 2563,72,1489,,Yes,th
kDEGx4mTZEM,??????? :: ??????????????? ??????? 1 ?.?. 2563,38,5641,,Yes,th
1qjxI8TdZKQ,??? :: ??????????????? ???????  1 ?.?. 2563,67,5613,,Yes,th
oLUwjCQpdd8,????????????????????????? ??????????????????? :: ??????????????? 29 ?.?. 2562 (???? 621229A ???? 85),2302,33603,,No,
ErHSFGaZzTo,???????????? :: ??????????????? ???????  26 ?.?.2563,108,6082,,Yes,th
sFaliD207Es,?????????????????? :: ??????????????? ???????? 26 ?.?. 2563,126,7777,,Yes,th
SJAyMXVz80Y,????????????? :: ??????????????? 28 ?.?. 2562 (???? 621228B ???? 85),1248,16164,,No,
FmDrS6NA6mI,????????????????????????????????????????? :: ???????????????????????????????? ??????? ??????????????,4128,7932,,No,
xwNJHNCOcjk,?????????????????????????????? :: ??????????????? 28 ?.?. 2562 (???? 621228A ???? 85),2057,15443,,No,
ItkdbZbAOAY,????????????????????? :: ??????????????? 25 ?.?. 2562 (???? 621225 ???? 85),3617,19729,,No,
uVmgZ0IYrl8,????????????? :: ??????????????? ????????,197,48956,,No,
G6UiVF8SMto,?????????????? :: ??????????????? 22 ?.?. 2562 (???? 621222 ???? 85),3781,50183,,Yes,th
NcHRoxl4qlA,????????????? ???????? - ?????????????? ????????????? 1 ?.?. 62 (orn621101),4310,6421,,No,
0TeHhHKSluw,??????????? ??????????? :: ??????????????? 21 ?.?. 2562 (???? 621221B ???? 85),1710,18222,,No,
s1HZCIFNYjg,??????????????????? :: ??????????????? ???????? 25 ?.?. 2563,69,8615,,Yes,th
igpJVRbEchw,?????????????????????? :: ??????????????? ???????? 25 ?.?. 2563,50,8293,,Yes,th
OOvP56A_IbY,??? :: ??????????????? 21 ?.?. 2562 (???? 621221A ???? 85),1708,38564,,No,
VaUqaIQmHaE,????????????? :: ???????????????????????????????? ??????? ??????????????,5035,9042,,No,
GD_IdSW6TIM,????????????? ????? ?????????? ?????????????? ????????????? 31 ?.?. 62 (sci621031),3807,4050,,No,
90ysQtmbViE,????????????????????????????????? :: ??????????????? 15 ?.?. 2562 (???? 621215B ???? 85),1867,81135,,No,
Eg1pRJ5VKxE,????????????????? ???????????? :: ??????????????? 15 ?.?. 2562 (???? 621215A ???? 85),1666,26414,,No,
ROsFdxqsybk,????????????? ?????????????? :: ??????????????? ????????,149,8257,,No,
gX6etHDkeZ8,??????????????????????? ?????????? :: ??????????????? 14 ?.?. 2562 (???? 621214B ???? 85),1756,10889,,No,
YdFgRhxrI5w,??????????? :: ??????????????? ??????? 19 ?.?. 2563,87,8848,,Yes,th
