video_id,title,duration,view_count,upload_date,has_subtitles,subtitle
bZEA0elcgpM,?????????????????????? :: ??????????????? ???????? 2  ??.?. 2566,163,15050,,No,
1HfTiQYgJeQ,??????????????????????????????????? :: ??????????????? ???????? 2 ??.?. 2566,95,11508,,No,
Z5h0n7bf95U,[?????] 9 ??.?. 2566 ????????????????????? (???) ??????????,3503,13850,,No,
U_cywKAigo4,????????????????????????? :: ??????????????? ???????? 1 ??.?. 2566,290,24326,,No,
TgBBHyjy7JU,?????????????????????? :: ??????????????? ???????? 1 ?????? 2566,160,6586,,No,
NiXplk5cTD0,??????????????????????? :: ??????????????? ???????? 8 ?????? 2566,4084,101349,,No,
iLpYPrRhM-4,??????????????????????????????? :: ??????????????? ???????? 2 ?????? 2566,4000,170100,,No,
jS4HRYxKH4s,??????????????????????? :: ??????????????? ???????? 26 ??.?. 2566,127,9103,,No,
IyUFjatRDUA,????????? ?????????????????????? :: ??????????????? ???????? 26 ??.?. 2566,178,9134,,No,
4OTuxeqmVIU,?????????????????????? :: ??????????????? ???????? 25 ??.?. 2566,112,12568,,No,
084XB_uVTmw,????????????????????????????????????? :: ??????????????? ???????? 25 ??.?. 2566,137,8250,,No,
xT54ai4LJx4,????????????????? :: ??????????????? ???????? 18 ??.?. 2566,126,10718,,No,
jdp5mLxJ7Zs,????????????????????? :: ??????????????? ???????? 18 ??.?. 2566,219,15101,,No,
YIWe9xjAZ20,How to cultivate wisdom :: Luangpor  Pramote Pamojjo 16 January 2022,164,2699,,No,
HZpSjGzellw,???????????????? :: ??????????????? ???????? 12 ??.?. 2566,112,9672,,No,
jnpRKLdBSC4,????????????????????? :: ??????????????? ???????? 12 ??.?. 2566,146,13359,,No,
GLv5Y9fv-TQ,????????? :: ??????????????? ???????? 18 ?????? 2566,5179,210497,,No,
lCdEt3Lq94s,?????????????? :: ??????????????? ???????? 11 ??.?. 2566,180,21407,,No,
xQADs9-jnKM,????????? :: ??????????????? ???????? 11 ??.?. 2566,130,7915,,No,
Ae9nN1lYFb0,???????????????????????????????? :: ??????????????? ???????? 5 ??.?. 2566,196,19461,,No,
CW5kgYyHrTk,????????????????????????????????????????????????? :: ??????????????? ???????? 4 ??.?. 2566,93,10427,,No,
UI_1gspub7c,???????????? :: ??????????????? ???????? 6 ??.?. 2566,134,10586,,No,
9koo97kSKU8,?????????????????????????? :: ??????????????? ???????? 5 ??.?. 2566,155,15582,,No,
gGf3_C4MQAc,????????????? :: ??????????????? ???????? 5 ??.?. 2566,146,17864,,No,
WNqfr9qnPeY,???????????????????????????? :: ??????????????? ???????? 4 ??.?. 2566,197,19288,,No,
3xFhFny-zuo,?????????????????????????? :: ??????????????? ???????? 6 ?????? 2566,3042,40535,,No,
4soBldKewV4,???????????????? :: ??????????????? ???????? 4 ??.?. 2566,169,19033,,No,
xIPnRt9k_Qs,???????????????????????????????????????? :: ??????????????? ???????? 25 ?.?. 2566,164,25678,,No,
4Vl4RCVEcuU,??????????????????????????????? :: ??????????????? ???????? 25 ?.?. 2566,114,5114,,No,
72viuQwORAg,???????????????????????????? :: ??????????????? ???????? 26 ?.?. 2566,188,13942,,No,
4pjCPY4Dci8,????????????????????? :: ??????????????? ???????? 26 ?.?. 2566,95,5887,,No,
7O-rWhI76ec,??????????????????????????????? :: ??????????????? ???????? 25 ?.?. 2566,282,20919,,No,
8QL3EYiAsrQ,?????????????????????????????? 5 :: ??????????????? ???????? 4 ?????? 2566,4239,106015,,No,
EBMAhNOn-Ws,????????? :: ??????????????? ???????? 25 ?.?. 2566,219,18535,,No,
yi9i5RU5jSw,???????????????????????????? :: ??????????????? ???????? 19 ?.?. 2566,157,13146,,No,
_W51GCyNyPI,?????????????? :: ??????????????? ???????? 19 ?.?. 2566,85,6156,,No,
ulm0H3S6Nw8,????????????????????????????????????????? :: ??????????????? ???????? 18 ?.?. 2566,153,14415,,No,
OFrJnALN0Xs,???????????? :: ??????????????? ???????? 18 ?.?. 2566,121,12013,,No,
_16u53mVYFQ,??????????????????????? :: ??????????????? ???????? 12 ?.?. 2566,228,24081,,No,
nly9tCPPmrU,??????????????????????????? :: ??????????????? ???????? 12 ?.?. 2566,120,11925,,No,
wAdVkReIFg0,??????????? :: ??????????????? ???????? 11 ?.?. 2566,243,17530,,No,
4ZmsT_gl0_s,???????????????????????????????? :: ??????????????? ???????? 11 ?.?. 2566,172,15743,,No,
orgs_-UXBVM,???????????????????? :: ??????????????? ???????? 19 ?????????? 2566,3914,126022,,No,
rR9M7XE_LmQ,????????????? :: ??????????????? ???????? 11 ?.?. 2566,212,27951,,No,
eoV-PL3oP6U,????????????????????????????????????????? :: ??????????????? ???????? 5 ?.?. 2566,128,6296,,No,
SkkSQjHCHPs,????????????????????????????? :: ??????????????? ???????? 11 ?????????? 2566,4095,244302,,No,
mGSXgll_fGE,?????????????????????????????????????? :: ??????????????? ???????? 5 ?.?. 2566,217,15144,,No,
_LS1cGghgfE,?????????????????????? :: ??????????????? ???????? 5 ?.?. 2566,135,11455,,No,
7FDMLq29r5M,?????????????????????? :: ??????????????? ???????? 5 ?????????? 2566,4046,80476,,No,
9L1mEGs6pus,???????????????????? :: ??????????????? ???????? 4 ?.?. 2566,127,7163,,No,
IsGxk2nszFM,?????????????????????????????? :: ??????????????? ???????? 4 ?.?. 2566,162,14676,,No,
6ylfsoeGbFI,?????????????????????? :: ??????????????? ???????? 29 ?.?. 2566,121,8992,,No,
ffcaFt7zPQQ,?????????????? :: ??????????????? ???????? 29 ?.?. 2566,112,8974,,No,
7DdpR2URT0k,???????????????????????????????? :: ??????????????? ???????? 29 ?.?. 2566,179,27717,,No,
F4DlPfHlcQA,?????????????????????????????????????? :: ??????????????? ???????? 28 ?.?. 2566,256,19784,,No,
W_mMRe3ciLA,????????????????? :: ??????????????? ???????? 28 ?.?. 2566,76,4771,,No,
krA4Q2R5I58,??????????????? ???????????????????????????? :: ??????????????? ???????? 22 ?.?. 2566,159,7454,,No,
iCDs6mZfKXs,Make Use of Our Body :: Luangpor Pramote Pamojjo 15 August 2021,3530,3262,,No,
cWfhQ2z5kLY,?????????? 2 ???? :: ??????????????? ???????? 22 ?.?. 2566,146,10321,,No,
T1Tcwa9SyGM,?????????????????????? :: ??????????????? ???????? 22 ?.?. 2566,127,10357,,No,
BpTmluJ7sSk,??????????????????????????????? :: ??????????????? ???????? 29 ?????? 2566,4095,200513,,No,
YLjvgnVcH8Q,?????????????????????? :: ??????????????? ???????? 21 ?.?. 2566,129,16307,,No,
7rhVrP6k1RQ,???????????????????????? :: ??????????????? ???????? 21 ?????? 2566,130,6226,,No,
8MEEnPDmx34,???????????????????????? :: ??????????????? ???????? 15 ?????? 2566,242,33142,,No,
lk4fFLV7iJc,???????????????????????????? :: ??????????????? ???????? 15 ?.?. 2566,160,12839,,No,
4g7EawxJ2AY,?????????????????????? :: ??????????????? ???????? 14 ?.?. 2566,194,21439,,No,
d0mwlF7952I,??????????????????????? :: ??????????????? ???????? 14 ?.?. 2566,192,19626,,No,
Jcajd57vr2M,???????????????????????? :: ??????????????? ???????? 21 ?????? 2566,3748,100140,,No,
yKWuXPYZUiw,??????????????????????? :: ??????????????? ???????? 7 ?.?. 2566,163,11130,,No,
t3ivYz76pgM,?????????? :: ??????????????? ???????? 8 ?.?. 2566,244,28439,,No,
asa3A3fyD48,??????????? ?????????????? :: ??????????????? ???????? 8 ?.?. 2566,114,6181,,No,
b_08yWr3YUE,?????????????????? ???????????????? :: ??????????????? ???????? 7 ?????? 2566,206,23459,,No,
JDK4PlN5dPo,???????????????????????????? :: ??????????????? ???????? 7 ?.?. 2566,114,6926,,No,
3hRj6Je3_yU,?????????????????????? :: ??????????????? ???????? 1 ?.?. 2566,165,17626,,No,
8c_7RaVdUd4,???????????????????????????? :: ??????????????? ???????? 1 ?.?. 2566,129,8466,,No,
P88mFE5KyCE,???????????????? ????????? ???????????? :: ??????????????? ???????? 31 ?.?. 2565,167,21543,,No,
c5znW5Z0iVs,?????????? :: ??????????????? ???????? 31 ?.?. 2565,151,22335,,No,
EgPBVN9_jN8,????????????????????? :: ??????????????? ???????? 1 ?????? 2566,3937,101326,,No,
E1xCAO5ZIGA,????????????????????????? :: ??????????????? ???????? 25 ?.?. 2565,135,10534,,No,
jaVb_nuv_Zg,??????????????????????? :: ??????????????? ???????? 25 ?.?. 2565,158,14036,,No,
URVmH_tTums,??????????????????? :: ??????????????? ???????? 23 ?.?. 2565,123,8306,,No,
1gYb6WLSBUo,?????????????????? :: ??????????????? ???????? 23 ?.?. 2565,174,31498,,No,
Bn2Nie6E0CI,????????????????????????????????????? :: ??????????????? ???????? 18 ?.?. 2565,215,24575,,No,
0qnVTG4tHFA,????????? :: ??????????????? ???????? 18 ?.?. 2565,162,14046,,No,
iUOnSOq4_RY,??????????????? - ??????????????? ???????? 4 20 ??.?. 65,3495,6616,,No,
p2WXdGCKPx0,??????????? :: ??????????????? ???????? 18 ?.?. 2565,150,7722,,No,
nha6sW0b9Tg,???????????????? :: ??????????????? ???????? 17 ?.?. 2565,154,6708,,No,
OyB3y58brIQ,???????????????????????? :: ??????????????? ???????? 17 ?.?. 2565,163,22531,,No,
FFqDjREAbbE,??????????? :: ??????????????? ???????? 23 ??????? 2565,2679,75998,,No,
n-_ZF1ke2a8,??????????????? : ??????????????? ???????? 11 ?.?. 2565,93,15583,,No,
cwqjtQQKhpA,??????????????????? :: ????????????? ???????? 19 ??.?. 2565,4174,5143,,No,
lJVSPIylxUQ,????????????????????????? : ??????????????? ???????? 11 ?.?. 2565,102,6429,,No,
urGKBdP-jMY,????????????? : ??????????????? ???????? 11 ?.?. 2565,124,8388,,No,
vX5SiCWuWss,?????????????????? :: ??????????????? ???????? 18 ??????? 2565,4001,74479,,No,
ej0cQpLy_oU,?????????????????????????? :: ??????????????? ???????? 10 ?.?. 2565,116,6316,,No,
E7zZpf75_uo,??????????????????????????? :: ??????????????? ???????? 10 ?.?. 2565,161,10402,,No,
ovH_SceVpwU,??????????????? :: ??????????????? ???????? 4 ?.?. 2565,90,8562,,No,
B0Cz3trqy5w,????????????????????????????????? :: ??????????????? ???????? 3 ?.?. 2565,138,10718,,No,
Dmk4Yp3nH20,???????????????? :: ??????????????? ???????? 10 ??????? 2565,4127,64302,,No,
CQBVvGFmbho,??????????????????????? :: ??????????????? ???????? 4 ?.?. 2565,146,11830,,No,
ytjoIoC_SP0,??????????????? - ???????????????? ???????? 4 18 ??.?. 65,3664,8357,,No,
m3vO6-4mie8,??????????????????? ? :: ??????????????? ???????? 4 ?.?. 2565,169,9716,,No,
b0fkROQ_C34,??????????????????????? :: ??????????????? ???????? 3 ?.?. 2565,170,12099,,No,
GVYvRIghErg,[?????] 11 ?.?. 2565 ?????? ????????????? ????????,4766,10328,,No,
1JO1Wffsh30,??????????????????????? :: ??????????????? ???????? 3 ?.?. 2565,209,17656,,No,
XO5FkhaV1XQ,???????????????????????????? :: ??????????????? ???????? 27 ?.?. 2565,276,23340,,No,
daOyCXOLS9c,??????????????????????? :: ??????????????? ???????? 26 ?.?. 2565,233,26515,,No,
x8BaVZdMkxs,??????????????????? :: ??????????????? ???????? 27 ?.?. 2565,145,9560,,No,
gfUUrAIvfsQ,????????????? - ??????????????? ???????? 4 17 ??.?. 65,5819,9020,,No,
m65d-8-SKhI,???????????????????????????? :: ??????????????? ???????? 27 ?.?. 2565,162,9644,,No,
zR839cOUOtY,???????????? :: ??????????????? ???????? 26 ?.?. 2565,136,9076,,No,
wuNn6vZD5ZM,???????????????? :: ??????????????? ???????? 26 ?.?. 2565,187,13051,,No,
NY62EpzKHVk,????????????????? ????? :: ??????????????? ???????? 3 ??????? 2565,4018,80135,,No,
e5qUMDycj4Q,??????????????????????????? :: ??????????????? ???????? 19 ?.?. 2565,164,17002,,No,
U3hErASNkuE,?????????????????? :: ??????????????? ???????? 20 ?.?. 2565,121,8115,,No,
uny1QPsnUlA,??????????????????????? :: ??????????????? ???????? 20 ????????? 2565,123,10300,,No,
2Q4KUVVoESs,?????????? :: ??????????????? ???????? 19 ?.?. 2565,178,13446,,No,
l0RmecUDIPA,?????????????????? :: ??????????????? ???????? 19 ?.?. 2565,202,14989,,No,
XtJBTGdvi9U,????????????????????????????????? :: ??????????????? ???????? 12 ?.?. 2565,130,9208,,No,
PMi6bWlshdw,Where is the mind? :: Luangpor Pramote Pamojjo 25 April 2021,2561,2809,,No,
LZtRMqX-NKo,?????????????????????????????? :: ??????????????? ???????? 13 ?.?. 2565,143,8457,,No,
i6rRRDoagDM,???????????????????????????????? :: ??????????????? ???????? 13 ?.?. 2565,167,14263,,No,
rJL1Mn49GwM,??????????????????????? :: ??????????????? ???????? 20 ????????? 2565,3955,92571,,No,
EXxSLrC7gek,???????? ? :: ??????????????? ???????? 12 ?.?. 2565,126,4552,,No,
xl5vQrqRH-o,??????????????????????????????? :: ??????????????? ???????? 12 ?.?. 2565,165,8490,,No,
c8FEgpgo8ks,?????????????????????? :: ??????????????? ???????? 6 ?.?. 2565,225,12907,,No,
GONQyh65Wzw,????????????????????????????????? :: ??????????????? ???????? 6 ?.?. 2565,87,4774,,No,
XrJNte5JySk,[?????] 13 ?.?. 2565 ????????????????????? ??????????,3587,7371,,No,
M9V6HFONW88,?????????????????????????????? :: ??????????????? ???????? 5 ?.?. 2565,110,6536,,No,
2wjvzIIgVpk,?????????????????????? :: ??????????????? ???????? 5 ?.?. 2565,106,7286,,No,
G2rWUFa1i-0,??????????? ?????????????????????????????????? :: ??????????????? ???????? 30 ?.?. 2565,100,6257,,No,
31O4I3A8WJA,??????????????????????????????????????????????????????? :: ??????????????? ???????? 30 ?.?. 2565,167,18254,,No,
I9Zrs08SS2c,???????? 2 ????????? :: ??????????????? ???????? 30 ?.?. 2565,184,11608,,No,
l6WAhzr0Rdo,????????????????? :: ??????????????? ???????? 30 ?.?. 2565,246,9699,,No,
Uaa3W7xRpJ8,????????????? :: ??????????????? ???????? 29 ?.?. 2565,136,7268,,No,
VKZt5SLof-g,???????????????????????????????????????? :: ??????????????? ???????? 29 ?.?. 2565,203,12412,,No,
lMghz-cPe10,??????????????????? :: ??????????????? ???????? 5 ????????? 2565,3124,80130,,No,
uoDZm4QTpSE,?????????????????????????????? :: ??????????????? ???????? 22 ?.?. 2565,104,3968,,No,
kSfHSlclFOM,?????????????????????????????????? :: ??????????????? ???????? 22 ?.?. 2565,205,9949,,No,
iGnAjhVLrDI,???????????????????????? :: ??????????????? ???????? 23 ?.?. 2565,247,13224,,No,
#NAME?,?????????????????????????????????????????? :: ??????????????? ???????? 23 ?.?. 2565,266,17251,,No,
PAA3tCSS2aQ,??????????????????? :: ??????????????? ???????? 22 ?.?. 2565,180,6889,,No,
2BdBSn68_Ok,???????????????????? :: ??????????????? ???????? 22 ?.?. 2565,154,7371,,No,
qlEwPDiKOIg,??????????????????????????????? :: ??????????????? ???????? 15 ?.?. 2565,89,5219,,No,
osU5XW9LaoQ,???????????????????????? :: ??????????????? ???????? 15 ?.?. 2565,128,7607,,No,
tPbJH0Sf7gs,??????????????????????? :: ??????????????? ???????? 16 ?.?. 2565,233,8993,,No,
vfzXa8Rowy8,????????????????????????????? :: ??????????????? ???????? 16 ?.?. 2565,216,8984,,No,
Y4Bhpnrp6nA,??????????????? ? :: ??????????????? ???????? 15 ?.?. 2565,190,11604,,No,
RWSgJOTo6k0,???????????? :: ??????????????? ???????? 15 ?.?. 2565,191,8306,,No,
TnM48nM6WgE,Know what to see and you’ll see Dhamma :: Luangpor Pramote Pamojjo 25 Sep 21,3322,4892,,No,
bzNZUZAjeIQ,????????????????????????????????? :: ??????????????? ???????? 9 ?.?. 2565,163,8447,,No,
1aC7CDBOE_E,???????????????????????????????? :: ??????????????? ???????? 9 ?.?. 2565,209,8378,,No,
pl_M4vMYOas,Know the truth with a stable and equanimous mind :: Luangpor Pramote Pamojjo 28 November 2021,119,1893,,No,
rwI2yOBFK8s,??????????? :: ??????????????? ???????? 8 ?.?. 2565,132,6434,,No,
7FcYgk-cXMg,???????????????? :: ??????????????? ???????? 8 ?.?. 2565,195,7757,,No,
QQ9jxCbb1O0,???????????????????????????? :: ??????????????? ???????? 2 ?.?. 2565,229,6900,,No,
i4MTC2ss9aU,??????????????????????????????? :: ??????????????? ???????? 1 ?.?. 2565,286,7057,,No,
zpNd73JcHNU,???????????? :: ??????????????? ???????? 2 ?.?. 2565,284,11713,,No,
uI1BQqcP07Y,30 ?.?. 2565 ??????????????? ???????? ??????????????????????? 5,2361,21285,,No,
bY27cZKzh4c,???????????????????????????????????????? :: ??????????????? ???????? 2 ?.?. 2565,185,5223,,No,
4cfbQcTunGc,???????????????????????????????????? :: ??????????????? ???????? 1 ?.?. 2565,254,12299,,No,
WmHcef6tcIc,"Use whatever arises often as the main object of awareness: Luangpor Pramote Pamojjo, 22 Jan 2022",261,1615,,No,
vDPDqM6rWOM,????????????? :: ??????????????? ???????? 1 ?.?. 2565,338,9709,,No,
IrP4YYw40is,??????????? ???????????????????? :: ??????????????? ???????? 25 ?.?. 2565,145,7993,,No,
WvFGIkA8S9A,??????????????????????????????????? :: ??????????????? ???????? 25 ?.?. 2565,157,6587,,No,
NVh1Tom_AQw,??????????????? :: ??????????????? ???????? 24 ?.?. 2565,133,5840,,No,
yIfgG87LEtQ,02/10/2022 ?????????????? (Collect the right views),3944,140285,,No,
qsQM1X__DFI,??????????????????????????????? :: ??????????????? ???????? 24 ?.?. 2565,270,7126,,No,
7qBXkpbQBoI,?????????????????????? :: ??????????????? ???????? 1 ?????? 2565,4460,364202,,No,
1e7YY5il-Fs,???????????????????? :: ??????????????? ???????? 18 ?.?. 2565,130,9664,,No,
mRTs5YO6S8c,???????????????????????????????????? :: ??????????????? ???????? 17 ?.?. 2565,107,4151,,No,
fjtQXL9G5Iw,??????????????????? :: ??????????????? ???????? 18 ?.?. 2565,165,6848,,No,
t0_cVaaUNyo,???????????????????????????????? :: ??????????????? ???????? 18 ?.?. 2565,128,6229,,No,
MpVKONHyOaI,???????????????????????????????????????? :: ??????????????? ???????? 17 ?.?. 2565,194,7425,,No,
mPykiUBykwc,???????????????? :: ??????????????? ???????? 25 ??????? 2565,4484,76884,,No,
42fmUnXISUs,????????????????????????????? :: ??????????????? ???????? 17 ?.?. 2565,173,6676,,No,
00frfBJGOKE,???????????????????? :: ??????????????? ???????? 11 ?.?. 2565,137,6317,,No,
ojVb5bDRddE,??????????????????? :: ??????????????? ???????? 11 ?.?. 2565,158,6912,,No,
QDKbIAGITl4,??????????? :: ??????????????? ???????? 10 ??????? 2565,4596,84725,,No,
hdTRJSAwhec,???????????????? :: ??????????????? ???????? 10 ?.?. 2565,424,9609,,No,
CLnaOeXDvcg,?????????????? :: ??????????????? ???????? 18 ??????? 2565,3675,54322,,No,
AN_3Qj31dbM,??????????????????????????? :: ??????????????? ???????? 10 ?.?. 2565,229,10849,,No,
wmNWv5bw9-s,??????????????????????????? :: ??????????????? ???????? 4 ?.?. 2565,160,13561,,No,
INWIUcNO48s,?????????????????? ? :: ??????????????? ???????? 4 ?.?. 2565,163,7734,,No,
MKMVPORXScM,???????????????????? :: ??????????????? ???????? 4 ?.?. 2565,169,5407,,No,
sNFiDriHSGQ,???????????????????????? :: ??????????????? ???????? 3 ?.?. 2565,241,8977,,No,
m-1cVaeCSuk,????????????????????????? :: ??????????????? ???????? 3 ?.?. 2565,161,7534,,No,
JJocPFI-VFc,????????????????????? ??????????????????????????????? :: ??????????????? ???????? 28 ?.?. 2565,321,11719,,No,
TeXrMa3aAQA,??????????????????? :: ??????????????? ???????? 28 ?.?. 2565,263,15193,,No,
iA36vh7kVrs,??????????????????? :: ??????????????? ???????? 28 ?.?. 2565,300,11312,,No,
exyYV-1bjiw,??????????????? - ???????????????? ???????? 3 28 ?.?. 65,3601,5502,,No,
_CNP63hNXHg,???????????????????????? :: ??????????????? ???????? 27 ?.?. 2565,273,9305,,No,
G4ziYO_1V1E,?????????????? :: ??????????????? ???????? 27 ?.?. 2565,177,6521,,No,
0Aylvw8LB7M,????????????????????????????????? :: ??????????????? ???????? 21 ?.?. 2565,343,8303,,No,
gmwYCmD-HZo,???????????????????????????????? :: ??????????????? ???????? 20 ?.?. 2565,260,9765,,No,
T7cux6t6tcE,?????????????????? :: ??????????????? ???????? 21 ?.?. 2565,142,5816,,No,
tOx_SQVKkxE,????????????????? ? ??????????????? :: ??????????????? ???????? 21 ?.?. 2565,135,7347,,No,
d6CjJxsr1Rk,?????????????????????? :: ??????????????? ???????? 27 ?.?. 2565,4411,57608,,No,
JHn93VGb8bs,?????????????????????????? :: ??????????????? ???????? 20 ?.?. 2565,136,3889,,No,
HIXxmLfUIzo,??????????????????????? :: ??????????????? ???????? 28 ?.?. 2565,3835,201489,,No,
7jmrJwfIxis,???????????????????????????????????? :: ??????????????? ???????? 20 ?.?. 2565,299,5508,,No,
Gq56b52yYjo,??????????????? ??????????????????????????? :: ??????????????? ???????? 14 ?.?. 2565,162,4572,,No,
6jn-lWrD2KQ,???????????????????? :: ??????????????? ???????? 13 ?.?. 2565,302,7642,,No,
H51G6jRxTd0,?????????????????????????????????? :: ??????????????? ???????? 14 ?.?. 2565,147,7148,,No,
Wxy8yLt6dLo,??????????????????????????????? :: ??????????????? ???????? 14 ?.?. 2565,174,6505,,No,
uQb35CpggPo,????????????? - ??????????????? ???????? 3 27 ?.?. 65,5399,6630,,No,
O_fcAWE3_UM,??????????????????????????????????????????? :: ??????????????? ???????? 13 ?.?. 2565,288,6335,,No,
VNrAlBpui9g,?????????????????????????? :: ??????????????? ???????? 13 ?.?. 2565,207,10831,,No,
NnHjpiaEmHg,???????????????????????????? :: ??????????????? ???????? 7 ?.?. 2565,271,13148,,No,
4fpE0eompUk,?????????????????? :: ??????????????? ???????? 7 ?.?. 2565,214,7303,,No,
5Lnz-q_oUCo,"The Knowing Mind that Arises Without Intention - Luangpor Pramote Pamojjo, 12 DEC 2021",280,1635,,No,
g25mk9SJRFQ,??????????????? - ???????????????? ???????? 3 26 ?.?. 65,3546,5587,,No,
OTwxvOOIqVA,?????????????????????????? :: ??????????????? ???????? 6 ?.?. 2565,255,16478,,No,
FVe1-FvleU0,???????????????????????????????????? :: ??????????????? ???????? 6 ?.?. 2565,234,9685,,No,
eVKrlFZ0iZk,????????????????????????? :: ??????????????? ???????? 31 ?.?. 2565,215,10093,,No,
uWS8Q1k6eGQ,???????????????????????????????????? :: ??????????????? ???????? 31 ?.?. 2565,138,10881,,No,
iRiLQhuxfMo,????????????? - ??????????????? ???????? 3 25 ?.?. 65,5108,10967,,No,
bziMb7VZ8iw,?????????????????????? :: ??????????????? ???????? 30 ?.?. 2565,173,5267,,No,
dKAusGTtbNQ,???????????????????????????????????? :: ??????????????? ???????? 30 ?.?. 2565,111,7184,,No,
0VCD0zw4mss,????????????????????????????????? :: ??????????????? ???????? 24 ?.?. 2565,151,4696,,No,
w4Z_lnfpwok,??????????????? ???????? ? ??????????????? 15 ?.?. 2555,5155,19016,,No,
njQdc6oCDQk,Suffering when Seen leads to Happiness :: Luangpor Pramote Pamojjo 28 Feb 21,2453,3094,,No,
SpQmMQo36u4,????????????????????? :: ??????????????? ???????? 24 ?.?. 2565,165,8787,,No,
Jkz1BkNv9pA,?????????????????????????? :: ??????????????? ???????? 24 ?.?. 2565,334,29418,,No,
OeciiDPN7MA,?????????????????????????????? :: ??????????????? ???????? 23 ?.?. 2565,120,6048,,No,
qBxh_BuNCMY,???????????????????? :: ??????????????? ???????? 23 ?.?. 2565,145,5284,,No,
WeMGdFaL18A,????????????????? :: ??????????????? ???????? 30 ?.?. 2565,3689,132303,,No,
gJf34mwRwLE,??????????????????????????????????????? :: ??????????????? ???????? 10 ?.?. 2565,210,6807,,No,
mgrtPlbTL2I,???????????????????????????????? :: ??????????????? ???????? 10 ?.?. 2565,202,4312,,No,
m2NiLA6cclw,??????????????? ???????? ???????? ? ??????????????? 19 ??.?. 2554,4810,8577,,No,
icELwQVCpXM,???????????????????????? :: ??????????????? ???????? 17 ?.?. 2565,231,15518,,No,
lJXoJIyG0FE,??????????????????????????? :: ??????????????? ???????? 17 ?.?. 2565,211,7264,,No,
MoB_96lo8sg,?????????????????????? :: ??????????????? ???????? 16 ?.?. 2565,191,8467,,No,
pOID_ZlTrKk,???????????????????????? ??????????????????????????? :: ??????????????? ???????? 16 ?.?. 2565,238,12690,,No,
GcJ3kzLQUm4,?????????????????????????????? :: ??????????????? ???????? 13 ?.?. 2565,184,7583,,No,
EDhGXRjd2vw,???????????????????????? :: ??????????????? ???????? 13 ?.?. 2565,198,5846,,No,
_eP1ErUJ_m4,????????????????????????? :: ??????????????? ???????? 10 ?.?. 2565,107,4631,,No,
8h1YM4_3A0g,??????????????? :: ??????????????? ???????? 10 ?.?. 2565,161,8117,,No,
Q0o5Qc5Rm9o,??? ????? ?????????????? :: ??????????????? ???????? 17 ?.?. 2565,3542,175062,,No,
4VUaaQt1aLI,???????????????????? :: ??????????????? ???????? 9 ?.?. 2565,249,8987,,No,
q5y2jpc-1zk,?????????????????????????????? :: ??????????????? ???????? 9 ?.?. 2565,226,6999,,No,
Cq6bxe8jwiE,????????????????????? :: ??????????????? ???????? 3 ?.?. 2565,143,5464,,No,
aPwnplWbyYg,???????????? :: ??????????????? ???????? 16 ?.?. 2565,2693,50580,,No,
oeIN6GhOhew,?????????????????? :: ??????????????? ???????? 3 ?.?. 2565,145,5813,,No,
_1vCau8CiuU,??????????????????????????????????????????????????????????????????? :: ??????????????? 2 ?.?. 2565,71,2717,,No,
FvRB6K4lin8,????????????????????? :: ??????????????? ???????? 13 ?.?. 2565,4430,111237,,No,
sVKom7T3v24,???? 38 ?????? :: ??????????????? ???????? 3 ?.?. 2565,106,8215,,No,
hZn5IqXutFM,???????????????? :: ??????????????? ???????? 3 ?.?. 2565,178,7083,,No,
hsaXAywMcrg,???????????????????? :: ??????????????? ???????? 2 ?.?. 2565,158,5280,,No,
XqKvS4EcjuI,10/07/2022 ????????????????????????????????? (Worldly Happiness is Sugar-Coated Suffering),4002,126720,,No,
eK7VwLcXPm8,??????????????????? :: ??????????????? ???????? 2 ?.?. 2565,157,4555,,No,
CcHW7lF4sAQ,??????????????????? :: ??????????????? ???????? 9 ?.?. 2565,3432,84817,,No,
lJIwwcLjk5s,???????????????????????? :: ??????????????? ???????? 26 ??.?. 2565,115,24137,,No,
uf2obeitRG8,?????????? 4 ????? :: ??????????????? ???????? 26 ??.?. 2565,208,7806,,No,
SgGJjmTSdBA,?????????????????????????????? :: ??????????????? ???????? 26 ??.?. 2565,178,6984,,No,
1l1S7W2x5p0,?????????????????????? :: ??????????????? ???????? 25 ??.?. 2565,233,6154,,No,
JViiTuWqvcY,????????? :: ??????????????? ???????? 25 ??.?. 2565,179,7096,,No,
yN8qXjAH0HE,????????????????????????? :: ??????????????? ???????? 18 ??.?. 2565,194,6488,,No,
3V9LcOS0UHo,?????? :: ??????????????? ???????? 19 ??.?. 2565,128,4810,,No,
imU4uvU9pMw,???????????? ??????????????? ???????? 17 ???????? 2565,2965,34818,,No,
HqA2l0vFiCs,????????????????????????? :: ??????????????? ???????? 19 ??.?. 2565,137,5841,,No,
yS5LZGmXiWw,??????????????? :: ??????????????? ???????? 18 ??.?. 2565,145,6788,,No,
eIRKlPW9khI,??????????????????????? :: ??????????????? ???????? 25 ??.?. 2565,3951,101804,,No,
sgFDrpLNuvQ,??????????????????????????? :: ??????????????? ???????? 18 ??.?. 2565,177,5035,,No,
OMjIkP0Ovt8,?????????????????????????????? :: ??????????????? ???????? 11 ??.?. 2565,178,6693,,No,
UfpHWOo-TRQ,????????????????????????????????????????? :: ??????????????? ???????? 11 ??.?. 2565,166,6218,,No,
